Restaurante Versalles,1,U1001
El Rincon De San Francisco,2,U1001
Restaurant El Muladar De Calzada,1,U1001
Restaurante La Gran Via,1,U1001
Restaurant De Mariscos De Picon,1,U1001
Restaurant Los Compadres,1,U1001
Tortas Locas Hipocampo,0,U1001
Puesto De Tacos,2,U1001
Rincon Huasteco,1,U1001
Tortas Locas Hipocampo,1,U1002
El Pueblito,1,U1002
Luna Cafe,2,U1002
Restaurant Bar Hacienda Los Martinez,1,U1002
La Posada Del Virrey,2,U1002
La Cantina Restaurante,1,U1002
Puesto De Tacos,2,U1002
El Rincón De San Francisco,1,U1002
Restaurante El Cielo Potosino,1,U1002
Crudalia,2,U1002
Restaurant Bar Hacienda Los Martinez,2,U1003
Cabana Huasteca,2,U1003
Koye Sushi,2,U1003
Los Toneles,2,U1003
La Estrella De Dimas,2,U1003
Gordas De Morales,2,U1003
Cafe Punta Del Cielo,2,U1003
Rockabilly,2,U1003
Luna Cafe,0,U1003
La Posada Del Virrey,1,U1003
Mariscos El Pescador,2,U1003
Puesto De Tacos,2,U1003
Restaurante El Chivero S.A. De C.V.,0,U1003
Tacos Los Volcanes,2,U1004
Emilianos,2,U1004
La Parroquia,2,U1004
Cafeteria Y Restaurant El Pacifico,2,U1004
Restaurante El Cielo Potosino,2,U1004
El Rincón De San Francisco,2,U1004
La Virreina,2,U1004
Restaurante Marisco Sam,1,U1004
Cafeteria Y Restaurant El Pacifico,2,U1005
Restaurant Oriental Express,2,U1005
Pizza Clasica,0,U1005
El Herradero Restaurante And Bar,1,U1005
Luna Cafe,1,U1005
Restaurante Guerra,2,U1005
Rincon Huasteco,1,U1005
Restaurante Pueblo Bonito,2,U1005
Restaurante La Estrella De Dima,1,U1005
Dairy Queen,2,U1006
Preambulo Wifi Zone Cafe,1,U1006
Restaurante Bar Fu-Hao,1,U1006
Puesto De Tacos,1,U1006
Mariscos El Pescador,1,U1006
Cafe Chaires,1,U1006
Cafe Punta Del Cielo,2,U1006
La Cantina,2,U1006
Shi Ro Ie,2,U1006
Koye Sushi,1,U1006
La Parroquia,1,U1006
Restaurant La Chalita,1,U1007
Cafe Chaires,1,U1007
McDonalds Parque Tangamanga,0,U1007
Cafeteria Y Restaurant El Pacifico,1,U1007
El Rincon De San Francisco,1,U1007
Tortas Locas Hipocampo,1,U1007
Restaurante Tiberius,1,U1007
El Herradero Restaurante And Bar,1,U1007
Potzocalli,1,U1007
Restaurante Y Pescaderia Tampico,1,U1008
El Lechon Potosino,1,U1008
Abondance Restaurante Bar,1,U1008
Dominos Pizza,1,U1008
KFC,1,U1008
Potzocalli,1,U1008
Sirlone,2,U1008
Hamburguesas Valle Dorado,1,U1008
Chaires,1,U1008
Koye Sushi,1,U1009
Restaurante Alhondiga,0,U1009
La Cantina Restaurante,2,U1009
Puesto De Tacos,1,U1009
Restaurant La Chalita,2,U1009
Restaurante Tiberius,1,U1009
Gorditas Doa Gloria,2,U1009
Restaurant Bar Hacienda Los Martinez,2,U1009
Restaurante Marisco Sam,1,U1009
La Posada Del Virrey,2,U1009
Cabana Huasteca,1,U1009
Restaurante Pueblo Bonito,1,U1010
Restaurant Oriental Express,2,U1010
El Angel Restaurante,1,U1010
Restaurante Casa De Las Flores,1,U1010
Restaurante El Chivero S.A. De C.V.,0,U1010
Koye Sushi,0,U1010
Restaurante Tiberius,1,U1010
La Fontana Pizza Restaurante And Cafe,1,U1010
Tacos De La Estacion,1,U1011
Church's,1,U1011
Tortas Hawaii,2,U1011
El Oceano Dorado,2,U1012
Restaurant Las Mañanitas,2,U1012
Sanborns Casa Piedra,2,U1012
Restaurant And Bar And Clothesline Carlos N Charlies,2,U1012
Vips,1,U1012
Restaurante Marisco Sam,1,U1013
Vips,2,U1013
Mariscos El Pescador,2,U1013
Cafe Chaires,1,U1013
Crudalia,2,U1013
Shi Ro Ie,2,U1013
Restaurante Pueblo Bonito,1,U1013
Tortas Locas Hipocampo,1,U1013
Sushi Itto,2,U1013
Koye Sushi,1,U1013
La Estrella De Dimas,0,U1014
Rincon Huasteco,2,U1014
Restaurante Guerra,2,U1014
Restaurant Oriental Express,1,U1014
Pizza Clasica,1,U1014
Restaurante 75,2,U1014
El Herradero Restaurante And Bar,1,U1014
El Club,2,U1014
Restaurante La Estrella De Dima,2,U1014
Abondance Restaurante Bar,1,U1014
Restaurante Pueblo Bonito,1,U1014
Sirloin Stockade,1,U1015
KFC,1,U1015
Dominos Pizza,2,U1015
Restaurante Y Pescaderia Tampico,1,U1015
Tortas Y Hamburguesas El Gordo,0,U1015
Chaires,0,U1015
Cenaduria El Rincón De Tlaquepaque,1,U1015
Restaurante La Cantina,0,U1015
Restaurante El Cielo Potosino,2,U1016
Restaurante Versalles,2,U1016
La Posada Del Virrey,2,U1016
La Cantina Restaurante,2,U1016
Tortas Locas Hipocampo,2,U1016
Restaurante Guerra,2,U1016
Restaurante Marisco Sam,2,U1016
Restaurante La Gran Via,2,U1016
Unicol's Pizza,2,U1016
El Rincón De San Francisco,2,U1016
Cafeteria Y Restaurant El Pacifico,2,U1016
Restaurant Oriental Express,1,U1016
Gorditas Doa Gloria,2,U1016
Restaurant And Bar And Clothesline Carlos N Charlies,0,U1017
Rincon Del Bife,2,U1017
Mariscos Tia Licha,1,U1017
Potzocalli,1,U1018
Abondance Restaurante Bar,0,U1018
El Rincon De San Francisco,1,U1018
Restaurante El Cielo Potosino,0,U1018
Cafeteria Y Restaurant El Pacifico,1,U1018
Restaurante Guerra,1,U1018
El Herradero Restaurante And Bar,1,U1018
El Club,1,U1018
La Estrella De Dimas,2,U1018
Pizza Clasica,0,U1018
McDonalds Parque Tangamanga,0,U1019
Restaurante El Cielo Potosino,0,U1019
Gorditas Doa Gloria,0,U1019
Crudalia,0,U1019
Koye Sushi,0,U1019
Unicol's Pizza,0,U1019
Restaurant La Chalita,0,U1019
Restaurante Pueblo Bonito,0,U1019
Rincon Huasteco,0,U1019
Paniroles,2,U1020
Sanborns Casa Piedra,1,U1020
Mariscos Tia Licha,2,U1020
Cafeteria Cenidet,1,U1020
Tacos De La Estacion,2,U1021
Tacos El Guero,2,U1021
Carreton De Flautas Y Migadas,2,U1021
Restaurante Alhondiga,2,U1022
Restaurante El Cielo Potosino,1,U1022
Restaurante Bar El Gallinero,2,U1022
Restaurante Versalles,2,U1022
Restaurante La Gran Via,2,U1022
El Club,0,U1022
Restaurant La Chalita,2,U1022
La Cantina Restaurante,2,U1022
Restaurante Marisco Sam,1,U1022
El Herradero Restaurante And Bar,2,U1022
Cafeteria Y Restaurant El Pacifico,1,U1022
El Rincon De San Francisco,0,U1022
Restaurant El Muladar De Calzada,1,U1022
Restaurant Los Compadres,0,U1022
Little Caesars,2,U1023
Carreton De Flautas Y Migadas,0,U1023
Tortas Hawaii,0,U1023
Tacos De La Estacion,0,U1023
Preambulo Wifi Zone Cafe,1,U1024
La Virreina,1,U1024
Restaurant La Chalita,1,U1024
Luna Cafe,1,U1024
Restaurante Versalles,1,U1024
Restaurante Bar El Gallinero,1,U1024
Restaurant Orizatlan,1,U1024
Restaurante La Gran Via,2,U1024
Restaurant De Mariscos De Picon,2,U1024
Cafeteria Y Restaurant El Pacifico,2,U1024
Restaurante Marisco Sam,1,U1024
Puesto De Tacos,1,U1024
Restaurant Oriental Express,1,U1024
El Rincón De San Francisco,1,U1024
Gorditas Doa Gloria,1,U1024
Rincon Huasteco,2,U1025
Restaurante El Chivero S.A. De C.V.,2,U1025
El Lechon Potosino,2,U1025
Restaurante Casa De Las Flores,1,U1025
La Virreina,2,U1025
Puesto De Tacos,0,U1025
Tacos Los Volcanes,1,U1025
Restaurante La Cantina,2,U1025
Don Burguers,2,U1025
Sirloin Stockade,1,U1025
Chaires,2,U1025
Tacos Correcaminos,2,U1026
Carnitas Mata  Calle 16 de Septiembre,0,U1026
Gorditas Dona Tota,0,U1026
Cafe Ambar,1,U1026
La Perica Hamburguesa,2,U1026
Restaurante El Cielo Potosino,1,U1027
Restaurant Oriental Express,1,U1027
Tortas Locas Hipocampo,1,U1027
Shi Ro Ie,1,U1027
Pizzeria Julios,1,U1027
El Pueblito,1,U1027
Vips,1,U1027
Rockabilly,1,U1027
La Cantina Restaurante,1,U1027
Crudalia,1,U1027
Restaurante Guerra,0,U1027
Carnitas Mata,2,U1028
Tacos Abi,0,U1028
Palomo Tec,2,U1028
Carreton De Flautas Y Migadas,1,U1028
Vips,0,U1028
Little Caesars,1,U1028
Taqueria El Amigo,1,U1028
Cafe Punta Del Cielo,1,U1029
La Posada Del Virrey,1,U1029
Crudalia,1,U1029
Puesto De Tacos,1,U1029
Cabana Huasteca,0,U1029
Gorditas Doa Gloria,0,U1029
Tortas Locas Hipocampo,1,U1029
Rockabilly,1,U1029
Restaurant Bar Hacienda Los Martinez,2,U1029
Restaurante Casa De Las Flores,1,U1029
Sanborns Casa Piedra,0,U1030
Paniroles,0,U1030
Restaurant Bar Coty Y Pablo,0,U1030
Restaurant Familiar El Chino,0,U1030
Arrachela Grill,0,U1030
Cafeteria Cenidet,1,U1030
Restaurant Las Mañanitas,2,U1030
El Oceano Dorado,2,U1030
Tacos El Guero,0,U1031
Tacos Correcaminos,0,U1031
Tacos Abi,0,U1031
Cafeteria Y Restaurant El Pacifico,0,U1032
Restaurante Marisco Sam,1,U1032
Gorditas Doa Gloria,1,U1032
Restaurant La Chalita,1,U1032
Unicol's Pizza,1,U1032
Restaurant Oriental Express,0,U1032
Tortas Locas Hipocampo,1,U1032
Koye Sushi,2,U1032
Restaurante Tiberius,2,U1032
Pizzeria Julios,1,U1032
Preambulo Wifi Zone Cafe,2,U1033
Restaurant La Chalita,1,U1033
Mariscos El Pescador,2,U1033
Crudalia,2,U1033
Cafe Chaires,1,U1033
Vips,2,U1033
Restaurante La Gran Via,2,U1033
Restaurante El Reyecito,2,U1033
Tortas Locas Hipocampo,2,U1033
La Virreina,2,U1033
El Angel Restaurante,1,U1033
El Mundo De La Pasta,1,U1034
La Cochinita Pibil Restaurante Yucateco,0,U1034
Dairy Queen,0,U1034
Gordas De Morales,1,U1034
Restaurante De Mariscos La Langosta,0,U1034
McDonalds Parque Tangamanga,1,U1034
Restaurant Las Mañanitas,2,U1035
Sanborns Casa Piedra,2,U1035
Restaurant Los Pinos,2,U1035
McDonalds Centro,1,U1035
El Cotorreo,2,U1035
El Oceano Dorado,1,U1035
Restaurante La Gran Via,2,U1036
El Angel Restaurante,0,U1036
Cabana Huasteca,2,U1036
La Cantina Restaurante,2,U1036
Restaurant Bar Hacienda Los Martinez,2,U1036
Puesto De Tacos,2,U1036
El Rincon De San Francisco,2,U1036
Tortas Locas Hipocampo,2,U1036
Restaurant Oriental Express,2,U1036
Koye Sushi,2,U1036
Restaurante El Chivero S.A. De C.V.,2,U1036
Gorditas Doa Gloria,1,U1036
Sirlone,1,U1037
KFC,2,U1037
Dominos Pizza,1,U1037
Restaurante La Cantina,1,U1037
Rincon Huasteco,2,U1037
Don Burguers,1,U1037
Potzocalli,2,U1037
Cenaduria El Rincón De Tlaquepaque,0,U1037
Restaurante 75,0,U1037
La Estrella De Dimas,0,U1037
Restaurante Y Pescaderia Tampico,2,U1037
La Posada Del Virrey,2,U1038
Carl's Jr,1,U1038
Hamburguesas Valle Dorado,0,U1038
Unicol's Pizza,0,U1038
Sirlone,1,U1038
Tacos Correcaminos,1,U1039
Church's,1,U1039
La Perica Hamburguesa,2,U1039
Restaurant Bar Coty Y Pablo,1,U1040
Giovannis,2,U1040
Kiku Cuernavaca,1,U1040
El Cotorreo,1,U1040
Paniroles,1,U1041
Mariscos Tia Licha,2,U1041
Restaurant Teely,2,U1041
Subway,2,U1041
Restaurant And Bar And Clothesline Carlos N Charlies,2,U1041
Vips,1,U1041
Restaurant Teely,1,U1042
Restaurant Las Mañanitas,2,U1042
Sanborns Casa Piedra,2,U1042
Subway,1,U1042
Mariscos Tia Licha,2,U1042
Palomo Tec,1,U1043
Taqueria El Amigo,1,U1043
Carnitas Mata,1,U1043
Pollo Frito Buenos Aires,1,U1043
Hamburguesas La Perica,1,U1043
Mariscos Tia Licha,2,U1044
Restaurant Las Mañanitas,2,U1044
Chilis Cuernavaca,0,U1044
McDonalds Centro,1,U1044
Cafeteria Cenidet,2,U1044
Luna Cafe,1,U1045
Restaurante Versalles,2,U1045
Restaurante Marisco Sam,2,U1045
La Cantina Restaurante,1,U1045
Gorditas Doa Gloria,1,U1045
Cafeteria Y Restaurant El Pacifico,0,U1045
Tortas Locas Hipocampo,2,U1045
Unicol's Pizza,1,U1045
Restaurante El Chivero S.A. De C.V.,0,U1045
Puesto De Tacos,2,U1045
Carl's Jr,1,U1046
Vips,1,U1046
Restaurante Tiberius,2,U1046
Cafe Chaires,1,U1046
Tortas Locas Hipocampo,1,U1046
Crudalia,2,U1046
El Angel Restaurante,2,U1046
Restaurant Wu Zhuo Yi,1,U1046
La Cantina,1,U1046
Dairy Queen,0,U1047
Sirloin Stockade,0,U1047
Shi Ro Ie,0,U1047
Gordas De Morales,2,U1048
La Estrella De Dimas,2,U1048
El Angel Restaurante,2,U1048
Restaurante Bar Fu-Hao,0,U1048
Michiko Restaurant Japones,2,U1048
La Cantina,2,U1048
Restaurante De Mariscos La Langosta,1,U1048
La Cantina Restaurante,0,U1049
La Posada Del Virrey,0,U1049
Tortas Locas Hipocampo,0,U1049
Restaurante Versalles,0,U1049
Cafeteria Y Restaurant El Pacifico,0,U1049
Restaurant Oriental Express,0,U1049
Crudalia,0,U1049
Luna Cafe,0,U1049
Puesto De Tacos,0,U1049
Gorditas Doña Tota,0,U1050
Tacos De Barbacoa Enfrente Del Tec,0,U1050
Carreton De Flautas Y Migadas,0,U1050
Puesto de Gorditas,0,U1050
Hamburguesas La Perica,0,U1050
Pollo Frito Buenos Aires,0,U1050
Taqueria El Amigo,0,U1050
Sanborns Casa Piedra,1,U1051
Mariscos Tia Licha,1,U1051
Paniroles,1,U1051
Cafeteria Cenidet,1,U1051
Tortas Y Hamburguesas El Gordo,1,U1052
Dominos Pizza,2,U1052
Chaires,2,U1052
KFC,1,U1052
Restaurante Casa De Las Flores,2,U1053
Restaurante El Cielo Potosino,2,U1053
Restaurante Marisco Sam,2,U1053
Restaurant La Chalita,2,U1053
El Rincon De San Francisco,2,U1053
El Club,2,U1053
Cabana Huasteca,1,U1053
La Fontana Pizza Restaurante And Cafe,2,U1053
Restaurant Oriental Express,2,U1053
Restaurante Alhondiga,2,U1053
Puesto De Tacos,1,U1053
Cafeteria Y Restaurant El Pacifico,2,U1053
Restaurante Pueblo Bonito,1,U1053
Restaurante La Gran Via,2,U1054
Cafeteria Y Restaurant El Pacifico,1,U1054
Restaurant La Chalita,2,U1054
Luna Cafe,2,U1054
El Rincon De San Francisco,2,U1054
Restaurante Versalles,2,U1054
Unicol's Pizza,2,U1054
La Cantina Restaurante,2,U1054
Restaurant De Mariscos De Picon,2,U1054
Restaurante Marisco Sam,2,U1054
Restaurante El Cielo Potosino,2,U1054
Puesto De Tacos,2,U1055
Cabana Huasteca,2,U1055
Restaurante Casa De Las Flores,2,U1055
Restaurante Bar Fu-Hao,2,U1055
El Rincón De San Francisco,2,U1055
El Rincon De San Francisco,2,U1055
La Virreina,2,U1055
Cafe Chaires,2,U1055
Mariscos El Pescador,2,U1055
Restaurante Versalles,1,U1055
Restaurante Versalles,2,U1056
Puesto De Tacos,2,U1056
La Cantina Restaurante,2,U1056
Tortas Locas Hipocampo,2,U1056
Restaurant Orizatlan,2,U1056
Restaurante El Cielo Potosino,2,U1056
El Club,2,U1056
Restaurante Pueblo Bonito,2,U1056
Restaurante La Estrella De Dima,0,U1056
Restaurante Guerra,2,U1056
Gorditas Doa Gloria,1,U1057
Preambulo Wifi Zone Cafe,1,U1057
Mariscos El Pescador,0,U1057
La Posada Del Virrey,1,U1057
Restaurante El Reyecito,1,U1057
Restaurante El Chivero S.A. De C.V.,1,U1057
Puesto De Tacos,1,U1057
Los Toneles,1,U1057
La Parroquia,1,U1057
Pizza Clasica,1,U1057
Restaurante 75,1,U1057
La Cochinita Pibil Restaurante Yucateco,2,U1058
Restaurante El Cielo Potosino,2,U1058
Restaurante Guerra,1,U1058
Pizzeria Julios,2,U1058
Restaurante La Estrella De Dima,1,U1058
Hamburguesas Saul,1,U1058
La Fontana Pizza Restaurante And Cafe,2,U1058
Restaurante Tiberius,2,U1058
Pizza Clasica,1,U1058
Restaurante Pueblo Bonito,2,U1058
Cabana Huasteca,2,U1059
Puesto De Tacos,2,U1059
Preambulo Wifi Zone Cafe,2,U1059
Tortas Locas Hipocampo,2,U1059
La Posada Del Virrey,0,U1059
Restaurant Wu Zhuo Yi,2,U1059
Emilianos,2,U1059
La Virreina,1,U1059
Mariscos El Pescador,2,U1059
Restaurante El Chivero S.A. De C.V.,1,U1059
Carreton De Flautas Y Migadas,1,U1060
Little Caesars,2,U1060
Tortas Hawaii,2,U1060
Church's,2,U1060
La Parroquia,2,U1061
Tacos Los Volcanes,2,U1061
Emilianos,2,U1061
Los Toneles,2,U1061
Cabana Huasteca,2,U1061
McDonalds Parque Tangamanga,1,U1061
Gorditas Doa Gloria,1,U1061
Restaurante Tiberius,1,U1061
Cafe Chaires,1,U1061
Restaurante El Reyecito,1,U1061
Luna Cafe,2,U1061
Michiko Restaurant Japones,2,U1061
Mariscos El Pescador,2,U1061
Gordas De Morales,2,U1061
La Cantina,2,U1061
Crudalia,1,U1061
Restaurante Bar Fu-Hao,2,U1061
Puesto De Tacos,1,U1061
Gorditas Doa Gloria,0,U1062
Restaurante La Gran Via,0,U1062
Restaurant La Chalita,0,U1062
Restaurante El Cielo Potosino,0,U1062
La Cantina Restaurante,0,U1062
Puesto De Tacos,0,U1062
La Fontana Pizza Restaurante And Cafe,0,U1062
Tortas Locas Hipocampo,0,U1062
Pizzeria Julios,0,U1062
Little Pizza Emilio Portes Gil,1,U1063
Vips,1,U1063
Pollo Frito Buenos Aires,1,U1063
Gorditas Doña Tota,2,U1063
Carnitas Mata Calle Emilio Portes Gil,2,U1063
La Cantina Restaurante,2,U1064
Restaurante Marisco Sam,1,U1064
Abondance Restaurante Bar,0,U1064
El Herradero Restaurante And Bar,1,U1064
Restaurant Oriental Express,1,U1064
Carnitas Mata  Calle 16 de Septiembre,1,U1065
Cafe Ambar,1,U1065
Tacos Correcaminos,1,U1065
Gorditas Dona Tota,2,U1065
La Perica Hamburguesa,1,U1065
Giovannis,1,U1066
Restaurant Familiar El Chino,1,U1066
Restaurant Bar Coty Y Pablo,2,U1066
Kiku Cuernavaca,1,U1066
Los Vikingos,1,U1066
Puesto de Gorditas,1,U1067
Vips,0,U1067
Palomo Tec,1,U1067
Taqueria El Amigo,1,U1067
Little Caesars,1,U1067
Gorditas Doña Tota,2,U1067
Carnitas Mata Calle Emilio Portes Gil,0,U1068
Tacos De Barbacoa Enfrente Del Tec,1,U1068
Little Caesars,1,U1068
Palomo Tec,1,U1068
Taqueria El Amigo,0,U1068
Tacos Abi,1,U1068
Carreton De Flautas Y Migadas,0,U1068
Vips,1,U1068
Don Burguers,0,U1069
KFC,1,U1069
Cenaduria El Rincón De Tlaquepaque,0,U1069
El Lechon Potosino,0,U1069
Abondance Restaurante Bar,0,U1069
Hamburguesas Valle Dorado,0,U1069
Potzocalli,0,U1069
La Estrella De Dimas,0,U1069
Restaurante 75,0,U1069
Carnitas Mata,1,U1070
Pollo Frito Buenos Aires,1,U1070
Hamburguesas La Perica,2,U1070
Preambulo Wifi Zone Cafe,2,U1071
El Rincon De San Francisco,2,U1071
La Virreina,2,U1071
Restaurant De Mariscos De Picon,2,U1071
Gorditas Doa Gloria,1,U1071
Cafeteria Y Restaurant El Pacifico,2,U1071
Unicol's Pizza,2,U1071
Puesto De Tacos,2,U1071
Restaurant Oriental Express,2,U1071
Restaurante Marisco Sam,1,U1071
La Cantina Restaurante,2,U1071
Restaurante Alhondiga,2,U1071
La Posada Del Virrey,2,U1071
Restaurant Los Pinos,0,U1072
Cafeteria Cenidet,0,U1072
El Cotorreo,2,U1072
Arrachela Grill,1,U1072
La Posada Del Virrey,0,U1073
El Angel Restaurante,0,U1073
Restaurante Marisco Sam,0,U1073
Gorditas Doa Gloria,0,U1073
La Cantina Restaurante,0,U1073
La Parroquia,0,U1073
Vips,0,U1073
Los Toneles,0,U1073
